kelurahan,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,rainfall_anomaly_z,poverty_rate,unemployment_rate,water_access,electricity_access,population_density,health_access_index,education_index,road_damage_ratio,drainage_quality,building_density,green_space_ratio,flood_count,landslide_count,total_disasters,avg_damage_idr,rainfall_anomaly_z_norm,road_damage_ratio_norm,poverty_rate_norm,flood_count_norm,population_density_norm,uss_proxy,uss_zone,ussLabel
Ciumbuleuit,136.5718889821497,24.63960416998004,63.93008410861509,14.752617130571824,-0.599137356219578,0.0122673433960751,0.0439094455936237,0.7913575564551345,0.9573193460345992,16715.571040736057,0.6531278012487683,0.4026210730809911,0.1421470871431961,0.4328147707949836,0.6666689302620546,0.3794539287198419,1.0,1.0,5.0,8189666.368554723,0.15156671064648192,0.18366183303305186,0.10609700134348465,0.1428571428367347,0.2684057541800507,17.051768840796075,🟢 HIJAU,0
Ciwaruga,213.15977133674355,25.62156905273647,84.86127698561616,12.45367225902233,0.194072535702728,0.0365218615046705,0.026263977043216,0.969974797031468,0.9438516138628236,5691.881185554021,0.4917242687258191,0.5902024644509867,0.5303993887030928,0.7358974653547011,0.8255476106946372,0.1459172213255309,3.0,0.0,4.0,157658577.0553803,0.2856538091301366,0.7049927974341682,0.3407980811935927,0.4285714285102041,0.02610422406742367,35.7224068067105,🟢 HIJAU,0
Coblong,119.15095735550037,25.527571901824416,80.58174848270471,4.520277195063857,-0.7795634871939585,0.0228149948437152,0.0282007611253001,0.9745693612894176,0.9453064506767987,5347.808708213353,0.584401602165826,0.8143825370855717,0.1835147816056611,0.3700610900100836,0.6154855549551547,0.0591673317552481,1.0,3.0,5.0,22102083.486258496,0.12106681819764165,0.23920885738427908,0.20816232268113655,0.1428571428367347,0.018541485200083755,14.596732525997517,🟢 HIJAU,0
Dago,129.2229232113348,26.607604104069807,78.48430149673807,1.0,-0.6752495578576894,0.062521852142989,0.0203984564730988,0.8239468773056587,0.936188764492726,8180.916475213394,0.641762354437619,0.6393402819761435,0.27056198598710757,0.7500648920279529,0.6666689302620546,0.2990961000926467,5.0,1.0,5.0,72817454.94784507,0.13870042597102952,0.3560926538905044,0.5923893868457764,0.7142857141836735,0.08081340648380732,37.64563174749582,🟢 HIJAU,0
Derwati,121.37214029033278,21.461260068091978,82.98279945878,1.0,-0.7565590089199562,0.0424586585627161,0.0090968872643162,0.8238157544906908,0.9098451156611194,14698.421222943036,0.6180332482502076,0.6481497802784084,0.0517718433947907,0.4011103793667168,0.5597333748140529,0.1252105651441308,2.0,1.0,11.0,101961954.333743,0.12495557926240328,0.06230926720911551,0.39824604507956485,0.2857142856734694,0.22406864984035452,21.90587654129815,🟢 HIJAU,0
Dunguscariang,165.2022550914082,26.40800352698641,81.21369377679153,4.433156400558644,-0.3026166938244931,0.0231228299163099,0.0227362898963808,0.8236846316757229,0.9969469832880472,21072.5785979415,0.5579092652448593,0.5842033000749961,0.2746747326009883,0.501041323977194,0.884510804282151,0.3771647263491655,1.0,2.0,6.0,82686790.38322802,0.20169164689085073,0.3616150993465581,0.21114111713214273,0.1428571428367347,0.3641731071890696,25.62956226790711,🟢 HIJAU,0
Garuda,272.12537870094826,26.017938440986537,79.79273985448333,4.433156400558644,0.8047710118395146,0.0683092831544257,0.0243891153963411,0.8575651166504412,0.9202388412836062,10137.069663097214,0.8137117920381035,0.637795982011449,0.4877031402753353,0.7569159425537633,0.6240902155122593,0.2862111728262796,1.0,2.0,3.0,335162554.74078774,0.38888851100093963,0.6476618394985112,0.6483919964156953,0.1428571428367347,0.12380980032158696,39.03218580146936,🟡 KUNING,0
Gegerkalong,126.4792035454805,22.732285127597734,66.74028980498755,3.1739938418558613,-0.7036658753312701,0.0268005185969935,0.0216168910887222,0.8052328965429716,0.8420343670460289,19111.961370852016,0.5417606081488174,0.4318026303764891,0.3009635475833738,0.2310606750712482,0.8488270312549241,0.1011803534955547,1.0,2.0,3.0,67787752.9691491,0.13389682783335521,0.3969147568441846,0.24672861059807435,0.1428571428367347,0.3210785934346173,24.829518630939322,🟢 HIJAU,0
Gempolsari,139.08981813958812,26.204866669592448,70.81268262921314,6.781820491668692,-0.5730595191853495,0.0458397942601452,0.039038738059739,0.7669239169418167,0.8656525286544101,6497.793847139059,0.5368677972877516,0.4789257486631904,0.1316670998839262,0.5948127662083322,0.6999729823313351,0.2657668509193646,1.0,2.0,3.0,496903219.31262606,0.15597500350598623,0.16958969014340122,0.43096391627178343,0.1428571428367347,0.0438182448358327,18.864079951874764,🟢 HIJAU,0
Hegarmanah,149.52429078385606,26.666102486350553,76.72049176029259,5.520291374791081,-0.4649911581865996,0.0169470351411033,0.0111098414884424,0.9247217943622492,0.9897361400296842,25926.9030888727,0.641762354437619,0.6646759382564924,0.0053680844501438,0.3861957700660608,0.8366173634148736,0.3752593412346346,5.0,1.0,6.0,364069925.5588356,0.17424327412612353,0.0,0.15138046980928463,0.7142857141836735,0.4708715237145412,30.215619636672457,🟢 HIJAU,0
Husein Sastranegara,165.2022550914082,24.761481154572184,78.78140878839065,1.0,-0.2025759763531453,0.0274916433132649,0.012228572382103,0.8847464474233963,0.9930280632007904,10942.58797722614,0.8772836602271975,0.6303095151545899,0.0675474542941408,0.6154911838544103,0.7245851699783592,0.3347353664716885,2.0,0.0,6.0,39784976.66139014,0.21860289531646918,0.0834921794832522,0.25341634261129103,0.2857142856734694,0.14151515330332318,19.654817127756104,🟢 HIJAU,0
Isola,143.98089461947848,24.807450211891055,72.2524462299805,1.02050482627825,-0.18604438353349984,0.0057082289368898,0.010275149363205,0.7794034361997468,0.9694009257950158,23294.28440200346,0.7194765298961313,0.2832030313236455,0.2199846305514842,0.3830343376490487,0.5350439213308535,0.1686860345657134,2.0,1.0,6.0,65220041.1138823,0.22139745617239537,0.28817923423999964,0.042627125770665165,0.2857142856734694,0.41300636745457514,25.018489386222097,🟢 HIJAU,0
Jamika,120.99548109214092,25.767838044636022,80.73404780621728,1.4991962622919002,-0.7604600150935704,0.0805900266816653,0.0426119070582922,0.851654650012328,0.9739484147707642,27691.429338523736,0.8043094035888514,0.7606459215551614,0.1930659500417276,0.6895198535300049,0.756462791337916,0.2657668509193646,4.0,0.0,8.0,141064286.2790327,0.12429613892471522,0.25203381639141553,0.7672277429887809,0.5714285713469388,0.5096559430723989,44.49284425448498,🟡 KUNING,0
Jati Sari,348.4767024875751,23.321270486111576,77.28703968389769,3.784956526541897,1.59553090004894,0.0380157438866103,0.003525582900795,0.980804528363988,0.8491570039408884,18458.47503079088,0.8171763319329016,0.5771965222311892,0.0718774848884441,0.7899085909778053,0.5003080743177462,0.0887968696508582,1.0,0.0,7.0,12694039.242087344,0.5225614519047662,0.08930638590661379,0.35525377174330797,0.1428571428367347,0.3067149146496885,28.333873340822223,🟢 HIJAU,0
Jatihandap,165.2022550914082,26.12572423767792,69.52629182488839,18.38671879640467,-1.0434722537976642,0.0443594418126095,0.055736383761439,0.5952218579153121,0.950950844093928,12217.16098419623,0.710744783208603,0.7328758738508434,0.3702785956345083,0.5527025689814907,0.6008657788992451,0.5086353854842558,1.0,0.0,3.0,31506869.132543523,0.0764547159802414,0.48998846356227055,0.4166391493792904,0.1428571428367347,0.16953036362638293,25.909396707698402,🟢 HIJAU,0
Jatisari,161.20976953830154,21.97823209132991,73.20499981636982,6.963624546339549,-0.343966303406578,0.0259909291329387,0.0461732267820813,0.7052766454968009,0.9618671485747368,9943.893179061528,0.7222003184749314,0.6646759382564924,0.1386391024045477,0.6112982710576819,0.513230052186209,0.5703652747434688,4.0,2.0,4.0,4501265.67956685,0.19470175779748986,0.17895143966369836,0.2388945435348498,0.5714285713469388,0.11956376670865643,26.070801581032665,🟢 HIJAU,0
Jatisari Kulon,81.14668012068616,26.19920419404205,67.56424399596118,4.969288479196821,-1.173168424570898,0.00686286299888,0.0378621885390075,0.96799346113078,0.9649058825664308,14627.612115953158,0.6193471735278689,0.6604335972255346,0.3477245645641516,0.6076626506857006,0.6666689302620546,0.5295886065409909,1.0,1.0,5.0,644406110.6270993,0.05453040136878558,0.4597037370537585,0.0538000486862015,0.1428571428367347,0.22251226035598506,18.668071806029303,🟢 HIJAU,0
Kacapiring,191.6098541107548,24.526003783755815,84.33330155170349,5.301300517348915,-0.0291169165740637,0.0166988022265892,0.0167235099855008,0.8166866264614194,0.7969370924889282,16096.461678920225,0.4667429732034171,0.8630352985614103,0.0155314978309614,0.329139025537068,0.7492456375026881,0.2657668509193646,2.0,0.0,5.0,19239544.657053847,0.24792504859309278,0.013647059085395881,0.1489784211340668,0.2857142856734694,0.2547976839562217,19.02124996884493,🟢 HIJAU,0
Karang Anyar Kota,205.45898449279497,23.37963791960606,70.11419162931566,18.95596486967701,0.1143165728478704,0.0654821439349009,0.0170552128706712,0.936754958457324,0.9535396144084802,16303.99638927762,0.6087264476356968,0.8491999380978266,0.243556441638126,0.3042751668717844,0.6806570074718019,0.0434710473440837,1.0,2.0,3.0,196181426.5477891,0.27217156974446655,0.3198305984614274,0.6210349231999666,0.1428571428367347,0.2593593124609858,32.30507093407162,🟢 HIJAU,0
Karang Pamulang,97.66318239352462,25.11459904175322,73.88906466130645,2.113940247976522,-0.18604438353349984,0.0261682907748339,0.0267156416867983,0.7239079217896492,0.9356064989981276,8229.979140656193,0.4158898109732938,0.8993143073039539,0.2353892896590095,0.5125569334651204,0.2553324770671172,0.1823250807559856,3.0,1.0,1.0,292449935.73254395,0.22139745617239537,0.30886404604029144,0.24061079980885258,0.4285714285102041,0.08189180755135965,25.626710761662064,🟢 HIJAU,0
Karanganyar,142.65268233277416,26.771131280361196,77.12991881234514,8.305796892974893,-0.5361594374135829,0.0086232278407414,0.0136741062789619,0.8244063177345162,0.9637402774057106,20487.640693385707,0.5726234884446039,0.8347582093412496,0.6236265478175447,0.3964403476566751,0.6533608892401669,0.0876877204708215,2.0,1.0,4.0,1688375.8513397707,0.16221272815991733,0.8301748107132718,0.0708343813192056,0.2857142856734694,0.35131612815966434,34.00504668051057,🟢 HIJAU,0
Karasak,391.1215116670913,25.872520380749027,78.48430149673807,2.6848467857235723,2.0371971720542064,0.0138387486453789,0.0094522248464861,0.5448391515105769,0.861618617208472,26870.898104222862,0.8927589512839864,0.6543685131858197,0.1374243088751497,0.3944461190228397,0.7453099642177653,0.2500763987495676,3.0,2.0,4.0,51213775.98527188,0.5972223323531399,0.17732025942423857,0.12130284906399778,0.4285714285102041,0.4916206049788798,36.3207494866092,🟢 HIJAU,0
Kebon Gedang,294.2184431226243,25.509974557960913,92.65167012683484,1.6566238571685667,1.0335857629905374,0.0280977672179434,0.0314613840833197,0.8827414691996787,0.9498124917704307,19493.76455565893,0.6645789972497279,0.7801190865885732,0.1697468754555758,0.6280852016639238,0.5357284816647916,0.3811929030233282,2.0,1.0,4.0,5004200.769143904,0.4275681926142715,0.22072181748220984,0.25928155643718825,0.2857142856734694,0.3294706560829602,30.45513016580198,🟢 HIJAU,0
Kebon Jayanti,101.95211184153432,27.407068154314633,82.99295853641723,7.704014672468416,-0.9576895036329434,0.0859094681870811,0.0127359893397784,0.4653407252245937,0.931451849484386,40895.488654198016,0.5870999214163819,0.710113593423355,0.2799801593212404,0.8727188087811686,0.6381658935341339,0.1860012623410261,3.0,1.0,5.0,2569416073.157037,0.09095574551437927,0.36873903194789975,0.8187018089723114,0.4285714285102041,0.7998821575174471,50.13700344924483,🟡 KUNING,0
Kebon Jeruk,99.67318540246728,23.869461510719308,74.79023622491331,34.4495661773585,-0.9812920232333934,0.0287231189988423,0.0063268678792249,0.8238157544906908,0.9871723631723855,31597.743468438293,0.4485624836999024,0.548699229705013,0.7501009462025127,0.7031094899121834,0.77901724847854,0.17462772916587,3.0,1.0,1.0,129963824.44553,0.08696588935857893,0.9999999986572367,0.2653328305794334,0.4285714285102041,0.5955170207345155,47.52774335679937,🟡 KUNING,0
Kebon Pisang,161.24606004137135,28.231549022289514,73.26742888931336,1.0,-0.3435904477864352,0.0194994292084685,0.0180680253459234,0.8438601172524413,0.7532678186280366,47385.96416885044,0.4754067587895244,0.4461657505008098,0.0804879911101637,0.6384160614219225,0.7101634290002629,0.3249209328402846,7.0,0.0,9.0,353115660.4371988,0.19476529380487828,0.10086825815956778,0.17607894623876807,0.9999999998571428,0.9425432963029825,48.28511588726679,🟡 KUNING,0
Kebonlega,131.29413645526452,29.129317133347016,81.9839863299636,1.4013189996343522,-0.6537982945134562,0.0144409254064442,0.0182413299013918,0.7995094620514224,0.9498805317688434,13907.025659326082,0.449946759399692,0.660554351927894,0.27056198598710757,0.3791194445531596,0.7202579939523802,0.0972353405599044,3.0,1.0,14.0,33820919.63450194,0.14232662590868578,0.3560926538905044,0.12712986799094075,0.4285714285102041,0.20667371597448644,25.215885845496427,🟢 HIJAU,0
Kebonlega Kidul,154.31087583735146,25.061983735470065,77.55561840882704,16.77762133835466,-0.4154171721168271,0.0478145114865891,0.0519727319929879,0.8238157544906908,0.9856484920914642,50000.0,0.5889999957352697,0.6357079235831861,0.2599691586004318,0.7448336362150368,0.3630346125406402,0.0610755453639273,1.0,3.0,7.0,13271873.920721626,0.1826234418724632,0.34186899341240085,0.4500724495095866,0.1428571428367347,0.9999999999999781,42.348440552623266,🟡 KUNING,0
Kebonsari,67.10211359752833,23.039266736565725,73.20485883644783,4.058063949939443,-1.3186260185327114,0.0306373325967071,0.0348558802765155,0.4899159269436942,0.9518088988539878,8211.129166687791,0.5061416426249091,0.4603671884840292,0.2269257426138339,0.8122387175900164,0.3505250818874658,0.345510219642666,2.0,1.0,3.0,74699908.07119022,0.02994171819000403,0.29749950518480106,0.28385589487908713,0.2857142856734694,0.0814774837092407,19.569777752732044,🟢 HIJAU,0
Kebonwaru,138.07660471009285,26.154366498072047,87.26488698800054,3.702280880194958,-0.5835532277224672,0.0299631971209117,0.0216168910887222,0.7294315218040169,0.9999983014331656,21385.67436218185,0.6488304940507358,0.540598945502741,0.1966801624272618,0.44213362685249,0.9116529469241966,0.1742763673416259,3.0,3.0,2.0,77883511.7563737,0.15420110867133496,0.25688684835267056,0.27733256081711805,0.4285714285102041,0.3710549755783147,29.760938438592845,🟢 HIJAU,0
Kopo,216.70918333675928,24.591143679807622,73.79395982655392,16.049952495745238,0.2308332950077715,0.0191691274831367,0.0171055606816362,0.8477383142730673,0.7337975153767645,16146.121744630467,0.3323219563605393,0.6646759382564924,0.0932182061227306,0.5323686882625075,0.418167758649024,0.1727232003319341,3.0,0.0,2.0,295764624.2823873,0.2918679822052148,0.11796192442470187,0.1728827511519543,0.4285714285102041,0.25588921592647473,25.343466044371,🟢 HIJAU,0
Kujangsari,88.91011422810493,25.05338159866004,68.28649109769815,1.879192249452266,-1.0927636328470514,0.0323091473411205,0.042790109624031,0.6822578032594154,0.986255607991324,31730.386219681754,0.8051934485991968,0.6646759382564924,0.3596941655229386,0.2881716349453542,0.7350583857786437,0.3561568061168145,3.0,1.0,4.0,103174928.8481046,0.06812232115726091,0.47577607863749094,0.30003336433308164,0.4285714285102041,0.5984325183588913,37.41871421993858,🟢 HIJAU,0
Lebak Gede,303.53586087059904,22.624349920169756,77.85189491206089,7.071384462970989,1.1300849440313183,0.0481751174634744,0.007451516406112,0.8994576428965532,0.9690811468769264,7273.6281123956915,0.8242442514954577,0.5151271415133307,0.2106468755553669,0.6932301140723528,0.6079972439105384,0.2657668509193646,3.0,1.0,4.0,43840278.05494758,0.4438807667810528,0.27564083898024566,0.4535618864794924,0.4285714285102041,0.06087114019619329,33.25052121894376,🟢 HIJAU,0
Lebak Siliwangi,273.49202326716875,25.928000988184184,71.39602242565991,5.734232897667207,0.8189251567948351,0.0443908387290405,0.0086618869282078,0.7378198817971674,0.8447429789666866,8477.312903536933,0.3910327421544305,0.5321165833426259,0.3430824449809528,0.3675988552605779,0.6827207642788689,0.3092222349249947,5.0,1.0,10.0,16941597.90567898,0.3912811793827932,0.4534704689715061,0.41694296453477303,0.7142857141836735,0.0873282222166675,41.26617098578828,🟡 KUNING,0
Ledeng,75.07442255904733,25.21557472069657,89.80284973559641,9.093063663144251,-1.2360579394146654,0.0096062957892276,0.0178737552072617,0.7308043444648539,0.903775854332488,12942.907028340704,0.4740022512105624,0.6646759382564924,0.1301842498556632,0.658366817640385,0.4917450429277723,0.2657668509193646,2.0,0.0,4.0,216178939.96230885,0.043899327984149236,0.1675985734592486,0.08034712892535059,0.2857142856734694,0.18548231612863228,15.260832643417006,🟢 HIJAU,0
Lingkar Selatan,136.84600402367496,26.14412031998898,75.51786594725235,1.0,-0.5962983854088189,0.0547161567999839,0.0395078472334783,0.8937630397619633,0.9614835778628608,33379.98642105787,0.3310666882223534,0.7021694063749233,0.27056198598710757,0.4985039973711558,0.8282447472669777,0.1593374842092903,4.0,1.0,6.0,501160589.99511456,0.1520466206458037,0.3560926538905044,0.5168568564618796,0.5714285713469388,0.6346908545528871,44.62231113796027,🟡 KUNING,0
Maleber,357.13719736071585,22.954349570924855,78.10073920625436,2.1663562300543995,1.685226423558941,0.0607876547637762,0.0216168910887222,0.5973531324036031,0.949744451772018,12838.033732843094,0.641762354437619,0.8395055070478954,0.3857989395930342,0.7399168421133768,0.6012396364900443,0.3376205535083108,3.0,1.0,4.0,125741588.32382014,0.5377239109422871,0.5108286127416234,0.5756082660767667,0.4285714285102041,0.18317719322506304,44.71818822991889,🟡 KUNING,0
Maleer,212.11395764183115,24.00922376799426,76.95885556505853,20.293548371031424,0.1832411908161884,0.0287231189988423,0.0120165087046566,0.6049458070184485,0.9770653631081962,18348.420639524156,0.641762354437619,0.6980973242985434,0.1509465954397953,0.3023975730332748,0.8816167552527262,0.2695623310421788,2.0,1.0,5.0,77883511.7563737,0.2838228390132711,0.19547749034684106,0.2653328305794334,0.2857142856734694,0.30429591087238195,26.69286712970794,🟢 HIJAU,0
Mandalajati,267.9797548059674,26.299199750866503,78.48430149673807,5.588822525564768,0.7618353700566071,0.0490612278990665,0.0216168910887222,0.8241954704813715,0.7573593691612793,26049.22771353351,0.8315783089847737,0.7175406864001143,0.2061700110820898,0.4246191861239525,0.7490495594926143,0.4810860100781325,3.0,1.0,6.0,837967073.7916071,0.38163051322906166,0.26962946940440663,0.4621364157762099,0.4285714285102041,0.4735602281424723,40.31056110124709,🟡 KUNING,0
Manjahlega,181.73629873066935,24.761481154572184,65.24457872964507,2.7245069474923342,-0.1313759366063196,0.0176154723553114,0.0462735283733019,0.5344734679608288,0.9154310462077992,38609.86411996456,0.5229581997183194,0.4445962413786397,0.0072747047413065,0.4421466723306809,0.885667604834311,0.5457999639682499,3.0,1.0,5.0,56673457.2596184,0.23063881019700105,0.0025601398656106703,0.1578486641178346,0.4285714285102041,0.7496439587670177,31.38526002915336,🟢 HIJAU,0
Margacinta,206.42587665182847,24.761481154572184,80.93278596877478,4.433156400558644,0.1243305385221872,0.0141990393120559,0.0402466216519412,0.9653684706169834,0.9927106407200224,4705.844949501765,0.8487605250921367,0.4538395201258642,0.2707572855994038,0.8633053133885544,0.7798878561436594,0.1509765895899021,3.0,3.0,7.0,103768517.34614947,0.27386436709263123,0.35635489505383167,0.12478923490561303,0.4285714285102041,0.0044310736177449695,23.760219983600493,🟢 HIJAU,0
Margahayu Utara,68.04470652580258,22.80641256386319,73.4902035775682,4.745145968668407,-1.308863716563041,0.0287231189988423,0.0181272629312971,0.6616589667678731,0.8318312305127403,12160.578817742864,0.641762354437619,0.8061870945682565,0.3524481238715655,0.7617109797365096,0.5237044636829049,0.095042201228158,3.0,2.0,6.0,1450947636.440376,0.031591973385967455,0.46604635941361605,0.2653328305794334,0.4285714285102041,0.16828668336243816,27.196585505033184,🟢 HIJAU,0
Margasari,272.2603040058241,23.25460096035881,81.07252359151445,3.986501997579559,0.8061684141857842,0.0265718683839105,0.0037874127201962,0.8724065075832788,0.922296476790504,6891.819073365069,0.5495248165482692,0.7844222764718899,0.2884957018176471,0.8334845442188343,0.4945780669988247,0.4650943981648647,4.0,0.0,7.0,77883511.7563737,0.3891247329995981,0.3801733903901137,0.2445160557380576,0.5714285713469388,0.05247894887157407,32.75443398692565,🟢 HIJAU,0
Margasuka,93.30810510820643,21.47030555062827,71.42223683546855,6.0848543924423195,-1.0472142618051796,0.0164153248884198,0.0236538355449589,0.9046232570043106,0.9528944166809236,5863.929610455161,0.6742518626492837,0.6687975245850907,0.6577252418827445,0.7505215947733734,0.878169791749164,0.2657668509193646,2.0,0.0,4.0,3728889.975581222,0.07582215327352279,0.8759612876778824,0.1462353265451121,0.2857142856734694,0.029885861355361084,28.272378290506957,🟢 HIJAU,0
Mekarjaya,89.32796787826334,26.335723894109552,78.04194959774547,1.3413180221654384,-1.0884359815464588,0.0357456244487128,0.0093163323915072,0.881643788258716,0.7558874439842538,16541.068666676645,0.8665467582095184,0.5794648903080359,0.0468492653975621,0.4625495144459717,0.7354356961270561,0.3965694792557498,5.0,1.0,5.0,35887676.43722807,0.0688538831461554,0.05569940984491135,0.33328675178118194,0.7142857141836735,0.2645701789054973,28.733918757228388,🟢 HIJAU,0
Mekarwangi,122.5321388864836,25.67663441296915,64.37294048515876,3.555691213424545,-0.7445450671213991,0.0328649947902837,0.0216168910887222,0.7164044203455467,0.9513620191777186,16541.068666676645,0.7724488342303221,0.7238042315029846,0.0359301954657492,0.8227700729391229,0.771250371927454,0.399331132113665,3.0,2.0,9.0,35955177.58865482,0.1269864598824319,0.04103768283120281,0.3054120734035496,0.4285714285102041,0.2645701789054973,23.331556470657713,🟢 HIJAU,0
Mengger,161.92153236269465,24.345796581171793,94.73909820548369,4.433156400558644,-0.3365946762554676,0.0568209583499228,0.0302727684723845,0.6799604982164176,0.9895579936324338,15226.5888698345,0.6159958458978361,0.8252882494115141,0.2715065310069767,0.8217267190699906,0.6666689302620546,0.1049887134140865,0.0,5.0,5.0,14332013.845324432,0.19594788458670612,0.3573609543336704,0.5372241626449604,0.0,0.23567781434688578,26.524216318244452,🟢 HIJAU,0
Merdeka,250.59654840681793,24.964507394322005,77.83278724828682,1.480378752524647,0.5817999539408693,0.0956169278636929,0.0658599113760286,0.80519771966921,0.9860748823026751,28959.05219984027,0.777536709650859,0.8025632129891291,0.1738466427539339,0.8637786243202628,0.4450084654164076,0.2657668509193646,1.0,1.0,2.0,77883511.7563737,0.35119666864758087,0.226226834788961,0.9126369372029052,0.1428571428367347,0.5375183886725314,43.40871944297426,🟡 KUNING,0
Neglasari,213.92633262804583,32.20546298130944,82.15477211392938,2.670097442093631,0.2020117028442158,0.0422799194293003,0.0312486445130478,0.7031744911719773,0.9082762705535548,25001.93227206312,0.8541832817963508,0.5309801083578637,0.4200664284346133,0.4614184203432863,0.6579353961351839,0.1276266792874281,0.0,1.0,5.0,49914646.62502274,0.28699587495309176,0.556841741147068,0.39651645938190905,0.0,0.45054059576149,33.81789342487117,🟢 HIJAU,0
Nyengseret,295.23526989727145,25.641781021386333,90.26191130402064,3.608918603796987,1.0441168944335937,0.0349445614298482,0.0244259696856257,0.7392772939136882,0.9956856645277752,18440.545084588382,0.5039592429543992,0.8518908130817934,0.2775424411487115,0.4618200739193631,0.7797432979766736,0.2705274879613276,3.0,1.0,3.0,77883511.7563737,0.4293484135536842,0.36546575330739556,0.3255351916506642,0.4285714285102041,0.3063208130868928,37.10483200217681,🟢 HIJAU,0
Padasuka,190.53305232663868,23.72937280627648,68.5339318986738,1.2044659713135408,-0.0402692007284416,0.0363071103990767,0.0277840165533008,0.6349003847815057,0.9445206978920924,10523.61997991379,0.7951206705333466,0.7989965230376918,0.3203225821877145,0.6210209941149395,0.6710914528383296,0.1012456957850677,3.0,2.0,6.0,63236652.56932127,0.2460398257296943,0.42290935916748473,0.3387200223281804,0.4285714285102041,0.13230620528767448,31.370936820464756,🟢 HIJAU,0
Pajajaran,187.5942690634131,27.672033632290702,83.7403380463677,1.429721591724144,-0.0707057643588819,0.064100583039573,0.0250483608436138,0.8328355163501542,0.9361550438783056,17751.332846699206,0.4508873804189597,0.4444227801707721,0.5111639862554722,0.5473355755956164,0.9149119934904892,0.1731126893462402,4.0,0.0,10.0,45101082.19574553,0.24089471779977625,0.6791642038408484,0.607666121867351,0.5714285713469388,0.29117187638722747,47.806509824842834,🟡 KUNING,0
Pakemitan,621.1801001569385,24.761481154572184,72.01210770754757,7.243572753353118,4.419881514558217,0.001303049401362,0.0219378950891861,0.7167874337732165,0.9924653426824476,9028.53145114027,0.8299901979095751,0.6775199767163799,0.4123610876195105,0.795842779520613,0.8352637373051688,0.2984989197790841,3.0,1.0,6.0,1920571668.4224453,0.9999999998309563,0.5464952918355316,0.0,0.4285714285102041,0.09944404725033025,41.490215348540445,🟡 KUNING,0
Palasari,165.2022550914082,23.08466106876244,78.9623650536952,1.0,2.8074323770352194,0.0590929028470405,0.0321661444284634,0.9289420392319206,0.9021762726860848,5527.643928380496,0.5692833736899648,0.603714318619915,0.6678969467219104,0.412723627177861,0.5798218741932682,0.2657668509193646,2.0,0.0,7.0,529400155.10304135,0.7274257058077703,0.8896194802297371,0.559208842960834,0.2857142856734694,0.022494276832202856,49.68925183008028,🟡 KUNING,0
Pamoyanan,106.5749126602965,22.0243690023463,90.01885641676823,1.4355572524796056,-0.9098118077743276,0.042309705295935,0.0074013588155011,0.9587064384625974,0.9807969948051508,18285.202449312063,0.9015339945813108,0.6646759382564924,0.4087543521031224,0.1931627811668564,0.5962504820575795,0.0626644426237642,3.0,0.0,5.0,77883511.7563737,0.09904916616525725,0.5416522995402024,0.3968046850655584,0.4285714285102041,0.30290637030832657,35.379678991790975,🟢 HIJAU,0
Pasir Biru,69.45050859463853,24.3809492878764,65.72708663411503,2.351110674347211,-1.2943040228777822,0.0719813757928894,0.008050473150747,0.6431809653232161,0.7956480823508688,20233.31724218971,0.8277392489760442,0.6527689324604682,0.4035932605761924,0.5250695658800263,0.3692156203698579,0.1500285095694944,2.0,1.0,2.0,328456864.59994817,0.034053197206986525,0.5347221749478006,0.6839253392633373,0.2857142856734694,0.3457260796207583,37.68282153424704,🟢 HIJAU,0
Pasir Impun,210.29101068897,22.842009978155858,85.6411385640099,6.274259057422108,0.1643611864211801,0.0846427871280833,0.02525785258939,0.8748841060734115,0.9471868775949288,15627.071010278194,0.7941180817551929,0.709851283661794,0.3320007548931362,0.4101683186576438,0.9161225893477268,0.1781144000076335,3.0,1.0,4.0,369245508.9521941,0.28063129408365584,0.4385903815709567,0.8064446529636291,0.4285714285102041,0.2444804418415872,43.97436397940066,🟡 KUNING,0
Pasir Jati,320.99046134665105,24.761481154572184,94.4859833990559,14.204856569134384,1.310859778528695,0.0197936029456691,0.0216168910887222,0.938827812615089,0.989137463393727,13370.790464568796,0.5395520150180745,0.8262617059847903,0.3399068359357703,0.4624121292001012,0.9063599986577764,0.3059892290422423,2.0,0.0,2.0,776784300.9656397,0.4744396053475673,0.44920637750460596,0.17892554551876177,0.2857142856734694,0.19488722616056495,31.663460804099387,🟢 HIJAU,0
Pasir Kaliki,140.92983930303572,24.761481154572184,61.6861425779192,12.688400888254945,-0.5540026796002623,0.0313771045866866,0.014005141357793,0.8243088636455979,0.9579165810602718,39813.81773654054,0.5436637576037315,0.7132794058682357,0.5834896095027,0.552490885434935,0.3248776695741006,0.2440806980937246,5.0,2.0,2.0,17235817.114808187,0.15919644130228025,0.7762804006203596,0.2910143667198252,0.7142857141836735,0.7761069495907172,54.33767744833712,🟡 KUNING,0
Pasir Wangi,101.05460165304076,23.619911026606033,78.48430149673807,21.220448385766247,-0.9669848900273348,0.0293492761230619,0.0319859701205085,0.941989288740042,0.9834500970418002,16541.068666676645,0.6094147714871561,0.7586742908419575,0.27056198598710757,0.6912034572720748,0.6519610813939607,0.3957960307180189,2.0,0.0,7.0,160922801.6712004,0.08938441943334942,0.3560926538905044,0.2713918977005443,0.2857142856734694,0.2645701789054973,25.343068712067296,🟢 HIJAU,0
