kelurahan,rainfall_mm,temperature_c,humidity_pct,wind_speed_kmh,rainfall_anomaly_z,poverty_rate,unemployment_rate,water_access,electricity_access,population_density,health_access_index,education_index,road_damage_ratio,drainage_quality,building_density,green_space_ratio,flood_count,landslide_count,total_disasters,avg_damage_idr,rainfall_risk,temp_deviation,humidity_risk,flood_freq_norm,climate_score,road_vulnerability,drainage_vulnerability,density_risk,green_deficit,infra_score,infra_index,poverty_vulnerability,unemployment_vulnerability,water_deficit,electricity_deficit,health_deficit,education_deficit,pop_density_risk,sosek_score,slope_index,soil_permeability_inv,health_facility_norm,bpbd_post_proximity,rth_ratio,kerawanan_score,kerentanan_score,kapasitas_score,flood_infra_interaction,cascading_score,n_dimensions_critical,uss_bnpb_raw,uss_linear_norm,ussScore,ussZone,ussLabel
Cigereleng,237.76434159991,22.55063665954536,86.79021481589753,3.623848924087348,0.4488985985109579,0.0612442871193623,0.0179618617977486,0.8478961524450892,0.9887134981122956,17133.464031828153,0.3884836618108588,0.4052329829017932,0.3608149425945933,0.5618446814765433,0.6534937170453181,0.0880666351703106,4.0,1.0,4.0,52383375.24176682,0.6103773339885561,0.24493633404546386,0.6697553703974382,0.5714285713469388,0.5241244024445992,0.3608149425945933,0.4381553185234567,0.6534937170453181,0.9119333648296895,0.5910993357482643,0.40890066425173566,0.585256450424774,0.2677847601435504,0.1521038475549108,0.011286501887704414,0.6115163381891412,0.5947670170982068,0.2775910734783217,0.35718656982522995,0.29567221954688894,0.33609272519692746,0.3884836618108588,0.3695512572143018,0.0880666351703106,0.060655198956713514,0.024711090160665566,0.2820338513984904,0.360793636676432,0.0014988560901324556,3,0.005132473796975043,90.14023473283996,79.47019867549669,MERAH,1
Cigondewah Kaler,165.2022550914082,24.872908629538856,85.60339070548841,21.203080759679644,0.9535357344745782,0.0287231189988423,0.0144211086948404,0.9001719671610261,0.9083662261497994,4504.249931654395,0.6776224205864336,0.8483286353671341,0.2900182703688738,0.6907780106614899,0.5223573321916173,0.5300319031168007,3.0,1.0,1.0,97011399.19008608,0.7218256865685171,0.01270913704611445,0.6400847676372102,0.4285714285102041,0.45079775494051144,0.2900182703688738,0.3092219893385101,0.5223573321916173,0.4699680968831993,0.39789142219555007,0.6021085778044499,0.274480959140371,0.21499737478973094,0.0998280328389739,0.09163377385020055,0.3223775794135664,0.1516713646328659,0.0,0.16499844066652983,0.3770652135593108,0.7337911661458587,0.6776224205864336,0.11741662695635965,0.5300319031168007,0.19971987235864536,0.0,0.4416903168865313,0.28720824900602665,0.0,1,0.0,26.844536561492422,0.6622516556291391,HIJAU,0
Cigondewah Kidul,213.6577754503442,23.176427070463223,73.38477075470078,6.509203375237938,0.1992302940449305,0.0676528530281922,0.0185913017734142,0.7617578131838677,0.9850552396062684,19620.302579211973,0.6884090772288177,0.8345811704448363,0.1968536047865766,0.4109864161434458,0.8035152203653881,0.6836143752989702,2.0,1.0,2.0,33060296.583080176,0.5496434750339265,0.1823572929536777,0.3346192688675195,0.2857142856734694,0.3380835806321483,0.1968536047865766,0.5890135838565542,0.8035152203653881,0.3163856247010298,0.47644200842738715,0.5235579915726128,0.6464973385553706,0.2771687780591933,0.2382421868161323,0.014944760393731604,0.3115909227711823,0.16541882955516374,0.33225197133466944,0.28373068392649187,0.20082236745014392,0.3773578735754083,0.6884090772288177,0.44286693076641886,0.6836143752989702,0.04165302771117292,0.051174425348823986,0.6049634610980689,0.2618732411641724,0.0021315697571579156,1,0.0034661730200227165,34.15118838856798,71.52317880794702,MERAH,1
Cigondewah Rahayu,141.05099310265555,20.449714826684787,93.00936671372708,8.836476789454268,-0.552747906790936,0.0196648390375247,0.0191716495079598,0.8859596555858886,0.9498124917704307,9334.37235963562,0.638772556871864,0.5994933965160302,0.3841686148129105,0.6649884695785065,0.4010362267227915,0.1198954322294568,0.0,0.0,5.0,213007732.1533256,0.3652271089156285,0.45502851733152133,0.8252341678431769,0.0,0.4113724485225817,0.3841686148129105,0.33501153042149345,0.4010362267227915,0.8801045677705432,0.5000802349319347,0.49991976506806535,0.18791914208823712,0.28582090335917903,0.11404034441411137,0.0501875082295693,0.36122744312813604,0.4005066034839698,0.10616645336597612,0.21512405686702554,0.30122206322020356,0.3789295447447603,0.638772556871864,0.5760359045682131,0.1198954322294568,0.041687730490393156,0.002275185706858756,0.44490129788984456,0.18264285843003877,9.484732856312246e-05,1,0.00020850089679473716,41.56722983243346,12.582781456953644,HIJAU,0
Cigugur Tengah,264.0045971240519,27.38254657813223,92.04272673954564,26.825411115325533,0.7206652227916959,0.0250568926612817,0.0114462278787922,0.9208868263836384,0.9791178564026584,6210.1245353083405,0.4629854531761808,0.5334720965802388,0.1836811871877602,0.535278859726111,0.5341663310221206,0.2668812375580249,7.0,1.0,5.0,105771592.4433977,0.6727534868383829,0.23825465781322314,0.801068168488641,0.9999999998571428,0.6780190782493475,0.1836811871877602,0.464721140273889,0.5341663310221206,0.733118762441975,0.4789218552314362,0.5210781447685637,0.2394461385277529,0.17064630724722438,0.07911317361636161,0.02088214359734164,0.5370145468238192,0.46652790341976125,0.03749525177827098,0.22158935214436173,0.40824051943658096,0.53692666178373,0.4629854531761808,0.10029524762582026,0.2668812375580249,0.14746434808637474,0.0007102854501444913,0.2767206461200087,0.322196348030056,0.00010474178086079464,1,0.0003653095173932969,82.59183382642524,17.880794701986755,HIJAU,0
Cihapit,232.3760760065652,25.192896418993953,83.9783488409861,1.7084078479607605,0.3930930919798147,0.051921406170646,0.0081097607559736,0.887001647560464,0.9139145583536772,16541.068666676645,0.6331599171188946,0.8045944357891417,0.5983005759076374,0.4437397343154978,0.6898117028291605,0.2753648060432364,3.0,0.0,5.0,11175721.36583069,0.5970270759439892,0.01928964189939535,0.5994587210246525,0.4285714285102041,0.4110867168445602,0.5983005759076374,0.5562602656845022,0.6898117028291605,0.7246351939567637,0.6422519345945159,0.3577480654054841,0.49616608023000924,0.12090452333466753,0.11299835243953604,0.08608544164632281,0.36684008288110537,0.1954055642108583,0.2645701789054973,0.2347100319497138,0.11522789335565035,0.6077621345184412,0.6331599171188946,0.4100261013405916,0.2753648060432364,0.041810492961376663,0.014833378316806603,0.43951694150090753,0.383441794530334,0.0006201908597082797,2,0.0013796829495179939,65.1605695300582,47.019867549668874,KUNING,0
Cijagra,109.24405760150428,28.293585965307894,80.59333081990754,16.545077587904725,-0.882167850202319,0.0246282981204296,0.0306208785049143,0.7923741869487971,0.9203623419340844,8669.931742453222,0.6643380027073428,0.6028562639064373,0.1093952236279418,0.8225576376959074,0.5997336608565674,0.1397411602226957,2.0,2.0,3.0,22209157.951333705,0.29272874858580605,0.3293585965307894,0.5148332704976883,0.2857142856734694,0.3556587253219383,0.1093952236279418,0.1774423623040926,0.5997336608565674,0.8602588397773043,0.4367075216414765,0.5632924783585235,0.23535044680777803,0.45651195283392426,0.20762581305120287,0.0796376580659156,0.3356619972926572,0.3971437360935627,0.09156199874803417,0.2576419432704392,0.18401241498736604,0.5008621662063032,0.6643380027073428,0.5673564909046117,0.1397411602226957,0.026979303188631232,0.0044741613082951055,0.4571452179448834,0.12783684630811823,0.00012070975445133662,0,0.0002583987801103397,27.90144334970713,15.2317880794702,HIJAU,0
Cijaura,165.2022550914082,25.214030971930093,83.3573803906403,2.8691622034451365,0.0453867198378246,0.0287231189988423,0.0394107113634991,0.8557678696953521,0.82641450176742,21145.150407293837,0.641762354437619,0.6035689210970284,0.009063576455491,0.4953672934785316,0.7509779451754736,0.1230497368439917,2.0,2.0,5.0,294523019.04547393,0.5113447325570611,0.021403097193009302,0.5839345097660076,0.2857142856734694,0.3505991562973868,0.009063576455491,0.5046327065214684,0.7509779451754736,0.8769502631560083,0.5354061228271103,0.4645938771728897,0.274480959140371,0.5875553441171741,0.14423213030464788,0.17358549823257996,0.358237645562381,0.3964310789029716,0.3657682410036196,0.3286129853233922,0.3065652544329805,0.6838110030042939,0.641762354437619,0.5177692039810051,0.1230497368439917,0.10719457391005001,0.014480389187387662,0.42752709842087194,0.27377710068644173,0.0015522191489937157,2,0.0035477097409417693,50.199837902951806,72.84768211920529,MERAH,1
Cijerah,50.0,26.677901193934733,84.97856509376543,1.0,-1.495750196160855,0.0341990423505551,0.0312136958356132,0.8078851031089022,0.9217281517364564,10082.03677256848,0.5645743151430367,0.8050403109814283,0.4527973205672552,0.2860279500529095,0.7047447790564437,0.3720191162427811,2.0,1.0,7.0,149949916.49786276,0.18306022262376928,0.16779011939347335,0.6244641273441356,0.2857142856734694,0.3152571887587119,0.4527973205672552,0.7139720499470905,0.7047447790564437,0.6279808837572189,0.6248737583320021,0.3751262416679979,0.3268094229753001,0.4653499813466502,0.19211489689109784,0.07827184826354361,0.4354256848569633,0.19495968901857175,0.12260017325870612,0.2593616709444047,0.4353854987403788,0.29616789519544606,0.5645743151430367,0.1781302917205403,0.3720191162427811,0.023605104376300867,0.007697446802148006,0.371574574368786,0.1143895293120077,0.000181699035195727,1,0.00047618223907161506,49.762561229842156,24.503311258278146,HIJAU,0
Cikawao,89.46505922482336,22.72097114074895,82.76125620349531,2.5934147450292064,-0.18604438353349984,0.0129131424456707,0.0501182414734788,0.8536572316449098,0.8754412957428923,12447.506008841689,0.7692091516144196,0.7844241381451035,0.323737194997249,0.5940318308276978,0.5962717697591026,0.3168537842481557,3.0,1.0,2.0,338234519.0776343,0.45362259688262707,0.22790288592510494,0.5690314050873827,0.4285714285102041,0.4197820791013297,0.323737194997249,0.40596816917230216,0.5962717697591026,0.6831462157518443,0.5022808374201245,0.4977191625798755,0.12339926329542378,0.7471887615500016,0.1463427683550902,0.12455870425710769,0.2307908483855804,0.21557586185489652,0.17459336455063232,0.25177851032124754,0.7164709985698569,0.6639704667300576,0.7692091516144196,0.2859210994621877,0.3168537842481557,0.21579533828268868,0.003152909952855676,0.457328011774921,0.22784593783489748,0.0006803832698513467,1,0.0014559008933944224,47.549516063498416,48.34437086092716,KUNING,0
Cikutra,156.6717927377472,25.751334695530012,70.82196502811335,11.00983152311874,-0.3909654888762586,0.0545471687202469,0.0264402179080564,0.9590883417871452,0.9498124917704307,6436.41996576476,0.5314576879557036,0.7184561213306181,0.2867280689900613,0.6225919133312265,0.8863041605806126,0.1333082615847759,4.0,2.0,4.0,62404284.87190202,0.40348490053379676,0.07513346955300122,0.27054912570283385,0.5714285713469388,0.33014901678414266,0.2867280689900613,0.37740808666877346,0.8863041605806126,0.8666917384152241,0.6042830136636679,0.3957169863363321,0.5212581262267678,0.3941844943679255,0.04091165821285481,0.0501875082295693,0.4685423120442964,0.2815438786693819,0.042469242318408554,0.2570138885813149,0.2762846076582129,0.7464388549818212,0.5314576879557036,0.3743035134092035,0.1333082615847759,0.0832105160010977,0.0009056792837928693,0.3463564876498943,0.24381907166234798,7.536204053590925e-05,1,0.00021147935605973696,48.82012419288935,13.245033112582782,HIJAU,0
Cimincrang,153.8793612172891,22.09940718588845,74.24659478316237,4.433156400558644,-0.4198863081553173,0.0247797507352319,0.0412383742087692,0.9685213494689148,0.8467970896365106,44892.6545311031,0.7834272162821039,0.7718891042383372,0.2979050442506651,0.4142230262153225,0.8481382357356977,0.2643282726257465,4.0,3.0,6.0,273003715.9804724,0.3965439559152027,0.2900592814111551,0.35616486957905913,0.5714285713469388,0.40354916956308895,0.2979050442506651,0.5857769737846775,0.8481382357356977,0.7356717273742535,0.6168729952863234,0.38312700471367656,0.23679774293801123,0.6148030906010759,0.03147865053108523,0.15320291036348943,0.21657278371789612,0.22811089576166277,0.8877401633949255,0.33838660532973514,0.15021756743585532,0.5443967771647232,0.7834272162821039,0.42610060440007713,0.2643282726257465,0.032428555600749025,0.006617280334962603,0.4912853644359758,0.24461725784809887,0.0002145888432680779,3,0.00042807721607736104,72.10108073106598,21.85430463576159,HIJAU,0
Cinambo,165.2022550914082,22.45122471733142,80.65851209583673,11.424529782625669,-0.0787837365504375,0.0043643909937486,0.0056119458134047,0.8035816341772755,0.972454415970798,12839.915921796204,0.7858429918195939,0.1377135875051867,0.340843697943177,0.6473820265879044,0.6318784579398719,0.0356440887938402,1.0,0.0,0.0,180846481.2562624,0.48031424706337794,0.25487752826685794,0.5164628023959181,0.1428571428367347,0.3486279301407222,0.340843697943177,0.35261797341209555,0.6318784579398719,0.9643559112061598,0.5724240101253261,0.42757598987467393,0.0417065509520744,0.08366580149110961,0.19641836582272454,0.02754558402920204,0.21415700818040606,0.8622864124948133,0.18321856387947102,0.22985689812140014,0.13865722042853537,0.569785311676539,0.7858429918195939,0.4563915669855973,0.0356440887938402,0.03794715386921404,0.0015009141230913937,0.4259595491996772,0.2749434074243454,5.695541917342558e-05,1,0.00013064381610170667,43.90415104086212,7.9470198675496695,HIJAU,0
Cipadung Kidul,174.64878983060348,22.646139056843833,69.00286326529705,13.280564910159187,-0.204780266322487,0.0493401910994684,0.0256098693837744,0.8513085876573976,0.9645481740234406,18575.325383892156,0.7323010795519574,0.8016214494604869,0.3527065663574891,0.2824156284809813,0.5940727164313879,0.1739316456080965,4.0,1.0,6.0,24861176.983114876,0.4489830915961013,0.23538609431561675,0.2250715816324263,0.5714285713469388,0.37021733472277074,0.3527065663574891,0.7175843715190187,0.5940727164313879,0.8260683543919035,0.6226080021749498,0.3773919978250502,0.4714997343323731,0.38180522751273366,0.1486914123426024,0.03545182597655938,0.26769892044804255,0.19837855053951314,0.3092832941780122,0.25897270933283373,0.28306000632553907,0.30283194851336454,0.7323010795519574,0.5879030550525847,0.1739316456080965,0.03848665697269089,0.021683221255167844,0.49804526007087957,0.2795404656689811,0.0008345146985106048,1,0.0016425991227517367,58.37540789375152,52.980132450331126,KUNING,0
Cipadung Kulon,197.80642607794363,25.387638856292455,82.11551067247,36.809610491162594,-0.18604438353349984,0.0326194507747387,0.0329915871426779,0.8466738038246056,0.9904500805886884,14540.62273430777,0.641762354437619,0.8235070356013531,0.0614496935991329,0.5713439431875615,0.3421897878477694,0.1917015774902323,1.0,0.0,5.0,77883511.7563737,0.45362259688262707,0.038763885629245466,0.5528877668117499,0.1428571428367347,0.2970328480400893,0.0614496935991329,0.42865605681243846,0.3421897878477694,0.8082984225097677,0.41014849019227706,0.5898515098077229,0.3117146900252465,0.49185570790130495,0.15332619617539445,0.009549919411311558,0.358237645562381,0.17649296439864692,0.22060022722069864,0.24596819295642627,0.6302204918243296,0.873491233636327,0.641762354437619,0.5958183851326235,0.1917015774902323,0.24971564456425926,0.010543373373404412,0.4764274390201583,0.1860526232285094,0.002632845277821331,0,0.005412616695975947,13.171899534914283,82.11920529801324,MERAH,1
Cipadung Wetan,206.18528274836856,26.049268106858673,83.69291902471112,3.113040180155362,0.1218387414089438,0.0574866684934746,0.0216168910887222,0.8135262509815517,0.970595674414912,26136.147240911476,0.7780443287998099,0.5744716425499476,0.3090567782564249,0.8438362039206162,0.7291903566567904,0.1765262531451399,2.0,0.0,8.0,110198519.37245418,0.5304220608495572,0.10492681068586726,0.5923229756177779,0.2857142856734694,0.37834653320666795,0.3090567782564249,0.1561637960793838,0.7291903566567904,0.8234737468548601,0.5044711694618649,0.4955288305381351,0.5493482760876155,0.3222758342327463,0.18647374901844826,0.029404325585087987,0.2219556712001901,0.42552835745005235,0.4754707258757197,0.31577956277855146,0.13741314409124072,0.3997010644397299,0.7780443287998099,0.4943608299048572,0.1765262531451399,0.02913299672553351,0.0487067611687768,0.482977137283269,0.2675826373451486,0.0014189739136413171,1,0.0028783767163343362,48.583920593337915,66.22516556291392,KUNING,0
Cipaganti,106.81993170042747,24.0530744293483,76.82354094798289,18.046134034644908,-0.9072741801449152,0.0428356257803553,0.055137145553139,0.8762905050040852,0.9953253729236754,7296.621514186857,0.3159853462839874,0.7335049304961919,0.233465421092324,0.7507100371673305,0.6716836402103491,0.1161110072861594,1.0,2.0,4.0,68412653.1257016,0.28755794799506895,0.09469255706517003,0.4205885236995723,0.1428571428367347,0.2364240428991365,0.233465421092324,0.24928996283266946,0.6716836402103491,0.8838889927138406,0.5095820042122958,0.4904179957877042,0.40934146636525864,0.8220131890112881,0.12370949499591477,0.0046746270763246,0.6840146537160126,0.2664950695038081,0.061376536892733584,0.33880357679447715,0.32164058496978676,0.46327428649169344,0.3159853462839874,0.35027794643778665,0.1161110072861594,0.042848380800221034,0.003108072603328769,0.2607914333359778,0.14653435546650237,0.00013317587846216542,1,0.0004918024060862026,28.807294201116523,25.82781456953642,HIJAU,0
Cipaganti Kulon,155.30544831770564,25.530095372612095,71.38215245158142,1.0918773338344978,-0.4051165252599511,0.0312670013123673,0.0036634659657831,0.8084617606037339,0.9701454263077562,19355.364211629378,0.641762354437619,0.6646759382564924,0.263223141157155,0.4202386844558284,0.5884635501832044,0.1672158414305375,1.0,0.0,4.0,51116018.26933485,0.4000836627990657,0.053009537261209515,0.2845538112895355,0.1428571428367347,0.22012603854663634,0.263223141157155,0.5797613155441717,0.5884635501832044,0.8327841585694625,0.5660580413634985,0.43394195863650153,0.29879054952241524,0.05461685241695002,0.19153823939626613,0.029854573692243758,0.358237645562381,0.3353240617435076,0.32642860613716,0.22782721835298908,0.4036403754282298,0.7333163860906472,0.641762354437619,0.6971242341721983,0.1672158414305375,0.11842320441807538,0.01868144900230984,0.502034143346785,0.2264705745455735,0.0022123170540263885,1,0.004320643618736289,21.912480141069658,75.49668874172185,MERAH,1
Cipamokolan,152.7255838994561,26.564930521102298,74.39947622816605,6.0843779850326225,-0.4318358170520838,0.0072029236701925,0.055281753285561,0.8896528476398917,0.9913121412076488,20377.466163337955,0.6264396369382405,0.5327102176753017,0.171549651533383,0.6043944616319884,0.8216906290398752,0.2657668509193646,4.0,1.0,6.0,77883511.7563737,0.39368804071888364,0.15649305211022976,0.35998690570415126,0.5714285713469388,0.3703991424700509,0.171549651533383,0.3956055383680116,0.8216906290398752,0.7342331490806354,0.5307697420054763,0.46923025799452367,0.06883184927406405,0.8241690761558147,0.11034715236010828,0.008687858792351233,0.37356036306175955,0.4672897823246983,0.34889448372293697,0.31454008081310475,0.24720682214656228,0.36993218201536665,0.6264396369382405,0.6123228590655225,0.2657668509193646,0.03600267649443527,0.0026499926589377675,0.5015097823077092,0.20895769980300333,9.540682841236478e-05,2,0.0001865200465608512,51.00733974292633,11.258278145695364,HIJAU,0
Cipedes,171.08762613747012,22.008522442576023,74.23169355505341,1.0,-0.241662736255128,0.0212785891577119,0.0122272972903421,0.7746424300315995,0.9727060027543606,26729.712423705347,0.641762354437619,0.7949654332403979,0.7182985797189214,0.6616124335995484,0.7447423592405109,0.4794473516157954,1.0,0.0,5.0,77188409.29042912,0.439876636294935,0.2991477557423977,0.35579233887633527,0.1428571428367347,0.3094184684376007,0.7182985797189214,0.33838756640045164,0.7447423592405109,0.5205526483842047,0.5804952884360222,0.41950471156397784,0.20334029745857574,0.18229089550775593,0.2253575699684005,0.027293997245639412,0.358237645562381,0.20503456675960208,0.48851733312809337,0.24143890080434974,0.49126501991179367,0.5185452674838561,0.641762354437619,0.47552394160737965,0.4794473516157954,0.11205556044950761,0.022385952767904907,0.5322445492202647,0.25534631486229553,0.0025084704836037903,1,0.004626087043587463,40.22492407320248,77.48344370860927,MERAH,1
Cirangrang,200.02265155994112,23.606970095865957,79.94949769193529,2.2215424260852266,0.0580132396631529,0.0287231189988423,0.0206736282885332,0.8670374325741622,0.7552587448843773,13610.90976379733,0.7260642218420814,0.9482212187975928,0.5379363637806488,0.4417562333027455,0.5006429580272593,0.3658785119437904,2.0,0.0,3.0,145124830.77602607,0.5144992436666855,0.13930299041340427,0.4987374422983823,0.2857142856734694,0.35956349051298536,0.5379363637806488,0.5582437666972545,0.5006429580272593,0.6341214880562096,0.557736144140343,0.442263855859657,0.274480959140371,0.30821318273563897,0.13296256742583779,0.24474125511562272,0.2739357781579186,0.0517787812024072,0.20016506637350373,0.2123253700216143,0.5490386075421183,0.32165287553530125,0.7260642218420814,0.4741236209488991,0.3658785119437904,0.0908604876595519,0.007305162819060133,0.5220221182449236,0.28695482432577996,0.0006637506561722305,1,0.0012475997395782405,41.49083641484535,42.384105960264904,KUNING,0
Ciroyom,104.25423809030286,25.802782502611596,83.5211519336889,3.5216540772144493,-0.933846706876628,0.0287231189988423,0.0498825541896217,0.7123257391292005,0.7678831059037491,7557.875445602824,0.682758507455033,0.4483666187530427,0.2311756205169041,0.5405139564182202,0.5335004680809236,0.2279145235722442,6.0,3.0,6.0,77883511.7563737,0.2821449531584533,0.08027825026115956,0.5880287983422224,0.8571428570204082,0.45189871469556087,0.2311756205169041,0.4594860435817798,0.5335004680809236,0.7720854764277558,0.4990619021518408,0.5009380978481592,0.274480959140371,0.7436750131709517,0.2876742608707995,0.23211689409625091,0.31724149254496703,0.5516333812469574,0.06711891790686116,0.35342013128245126,0.17235883332179205,0.6132379021978872,0.682758507455033,0.29938781691664673,0.2279145235722442,0.029821866472321105,0.0052997840615086516,0.403353615981308,0.1408077970057997,0.00015804945261444663,2,0.0003823589452320013,64.03466867276329,18.543046357615893,HIJAU,0
Cisaranten Bina Harapan,206.54692702301284,28.030908480562193,87.90253049578769,7.545597259434852,0.1255842401377999,0.0304385734701871,0.0216168910887222,0.7309548147602913,0.9498124917704307,16541.068666676645,0.5489385043743192,0.4865377001147692,0.1444000366475845,0.7750788592465498,0.7579972914293743,0.0479152788851833,3.0,0.0,6.0,21560964.256611157,0.5313548616867754,0.3030908480562193,0.6975632623946921,0.4285714285102041,0.4901451001619727,0.1444000366475845,0.22492114075345016,0.7579972914293743,0.9520847211148167,0.5198507974863065,0.48014920251369353,0.29087401132510543,0.3222758342327463,0.26904518523970866,0.0501875082295693,0.45106149562568076,0.5134622998852307,0.2645701789054973,0.3087823590633626,0.4486111454854491,0.7114748674418787,0.5489385043743192,0.5656371751717336,0.0479152788851833,0.16959548302280772,0.02070479980083116,0.3874969861437454,0.27622524859609626,0.0035114405231124936,2,0.008833879615486352,68.43465236054882,90.06622516556291,MERAH,1
Cisaranten Endah,87.20333066926449,23.550109377678087,88.8309789933233,4.433156400558644,-1.1104405493594374,0.059921056519878,0.0298765608219432,0.9693998944814004,0.9263552176378363,16290.60818187353,0.8741002508649224,0.5759724853917582,0.3257121702747576,0.4633984502622723,0.5818058397447322,0.2834494565190041,2.0,1.0,8.0,55928690.01874375,0.2477887656650919,0.1449890622321913,0.7207744748330824,0.2857142856734694,0.3498166471009587,0.3257121702747576,0.5366015497377277,0.5818058397447322,0.7165505434809959,0.5401675258095534,0.4598324741904466,0.5726115282585923,0.4454152784218095,0.030600105518599596,0.07364478236216365,0.12589974913507762,0.42402751460824184,0.259065038657741,0.27589485670888936,0.41511680935391704,0.31230153585184767,0.8741002508649224,0.7032364098537635,0.2834494565190041,0.032123736284779866,0.0045393306607597736,0.6202620390792299,0.1338474444727159,0.0001458202610556625,2,0.00023136449923066285,44.59263931052174,14.56953642384106,HIJAU,0
Cisaranten Kidul,210.77130248207888,27.76482260786327,78.92539707434287,4.246062508043022,-0.18604438353349984,0.0264408041767282,0.0345538894399272,0.9210105392797242,0.9498124917704307,26975.17772521168,0.8256444898335306,0.5897729969126885,0.2929788735913856,0.7653476488009362,0.805716157219835,0.377377838135533,4.0,1.0,7.0,19168041.07579094,0.45362259688262707,0.276482260786327,0.4731349268585717,0.5714285713469388,0.4436670889686162,0.2929788735913856,0.2346523511990638,0.805716157219835,0.622622161864467,0.4889923859686878,0.5110076140313122,0.2526709335139962,0.5151473215798525,0.0789894607202758,0.0501875082295693,0.17435551016646944,0.4102270030873115,0.49391267887220314,0.2822129165956683,0.31840474371178296,0.22287108816208484,0.8256444898335306,0.26259725697636244,0.377377838135533,0.032190516377667705,0.00985767755948617,0.48853986164847535,0.22181799597894805,0.00031732373092440693,2,0.0006365062361816808,52.947644940536875,30.4635761589404,HIJAU,0
Cisaranten Kulon,148.99994300579175,23.830997528318104,64.29492376727298,5.667879701157588,-0.4704217541448798,0.0814813753100045,0.0137481310813705,0.7559404263269717,0.9438450954501576,23862.328418059093,0.5152464231605457,0.6646759382564924,0.1289923387541887,0.482740431197328,0.6666689302620546,0.0113039251940825,2.0,2.0,5.0,77883511.7563737,0.3845164249179846,0.11690024716818961,0.10737309418182442,0.2857142856734694,0.223626012985367,0.1289923387541887,0.517259568802672,0.6666689302620546,0.9886960748059175,0.5754042281562082,0.4245957718437918,0.7786440618815811,0.20496427516819815,0.24405957367302833,0.0561549045498424,0.4847535768394543,0.3353240617435076,0.42549201754721633,0.3613417816289755,0.23889707828098591,0.10654996780569892,0.5152464231605457,0.2786644697061374,0.0113039251940825,0.009787664109570894,0.08085860437817317,0.26840493935358856,0.22125237669331752,0.0007914168600222375,2,0.0028426825395403547,39.25286952085165,65.56291390728477,KUNING,0
Cisaranten Wetan,210.20014295484836,23.193341534852575,77.08368123797905,1.0,0.1634200821192211,0.0341491851369768,0.0216168910887222,0.8238157544906908,0.9686513516982302,35609.54183907402,0.8355660596861818,0.5940641024024005,0.1118397306988661,0.5716682622220093,0.498412195761234,0.4615652699269443,3.0,0.0,6.0,48959421.419938825,0.5407643394284054,0.18066584651474252,0.42709203094947623,0.4285714285102041,0.39427341135070704,0.1118397306988661,0.4283317377779907,0.498412195761234,0.5384347300730556,0.3942545985777866,0.6057454014222134,0.32633298252314763,0.3222758342327463,0.17618424550930922,0.031348648301769755,0.1644339403138182,0.4059358975975995,0.683696649922054,0.30145831405720636,0.5563986595966353,0.37742066850450134,0.8355660596861818,0.45362836124605393,0.4615652699269443,0.11355853968561351,0.03930895450155884,0.5835865636197267,0.2131988275665279,0.004463867469765246,2,0.00752016259017777,33.174687521621145,86.09271523178808,MERAH,1
Ciseureuh,143.7809777127942,26.074169207484903,78.48430149673807,5.600041477714643,-0.524473841351552,0.0100358760092509,0.0573738763441572,0.8278075810030788,0.9750230563749288,20966.4434706241,0.5766694717918928,0.4472862223188508,0.1880666282232222,0.8969182605881313,0.8650446125204999,0.3689321710949114,2.0,1.0,4.0,692467040.8367249,0.37180669643504144,0.10741692074849034,0.46210753741845173,0.2857142856734694,0.30676136006886323,0.1880666282232222,0.10308173941186871,0.8650446125204999,0.6310678289050886,0.44681520226516985,0.5531847977348301,0.0959038213414098,0.8553595327880551,0.17219241899692117,0.02497694362507119,0.42333052820810724,0.5527137776811493,0.3618402491274274,0.35518818168116306,0.18019608268013784,0.49539634170400676,0.5766694717918928,0.2964348857374349,0.3689321710949114,0.03319061870002623,0.0059753976659030865,0.41401217620807973,0.16612888427116768,0.00019832714551001608,1,0.0004677392693852476,32.749663739135535,23.841059602649008,HIJAU,0
Cisurupan,165.2022550914082,27.033822298373245,76.86096411982965,4.433156400558644,0.2841310390550752,0.0451155852786515,0.0075447690067049,0.7837016581791548,0.9923139276543986,18700.187682375123,0.6758423348143395,0.6348217906207781,0.5279243840181365,0.6516093149223119,0.8237785030642647,0.1056365831856172,5.0,0.0,7.0,819088469.7614247,0.5705587108748005,0.2033822298373245,0.42152410299574117,0.7142857141836735,0.4774376894728849,0.5279243840181365,0.3483906850776881,0.8237785030642647,0.8943634168143828,0.648614247243618,0.35138575275638195,0.4311289842848398,0.11248133303487534,0.21629834182084517,0.007686072345601369,0.32415766518566047,0.36517820937922185,0.3120277768669533,0.25270834041685675,0.26634934945408206,0.7714961323163043,0.6758423348143395,0.41325956025911825,0.1056365831856172,0.11724267907775517,0.02909736539830798,0.3982461594196917,0.3700725087623478,0.0034114530734020002,2,0.00835636293125517,79.19105302696369,87.41721854304636,MERAH,1
